word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved
過ぎ,すぎ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,past; after,same-reading-different-writing,杉,,,,,,yes
すくう (みずを～),すくう (みずを～),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to scoop,fully-absent,,,,,,,no
棄てる,すてる,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,lexical,,same-reading-different-writing|same-jmdict-entry,捨てる,,捨てる,すてる,N4,すてる|捨てる|棄てる,yes
スト,スト,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,(abbr.) strike,fully-absent,,,,,,,yes
清ます,すます,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to clear, to make clear, to listen for",same-reading-different-writing|same-jmdict-entry,済ます|澄ます,,澄ます,すます,N1,すます|清ます|澄ます,yes
すみません (かん),すみません (かん),N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,对不起,fully-absent,,,,,,,no
済みません,すみません,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,fixed-expression/conjugated,sorry; excuse me,same-reading-different-writing|same-jmdict-entry,すみません,,すみません,すみません,N5,すみません|スミマセン|済みません,yes
すみやか,すみやか,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,speedy,same-reading-different-writing|same-jmdict-entry,速やか,,速やか,すみやか,N1,すみやか|速やか,yes
天皇,すめらぎ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,Emperor of Japan,same-writing-different-reading,,てんのう,,,,,yes
掏摸,すり,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",openjlpt|waller,waller-derived,1,lexical,pickpocket,same-reading-different-writing|same-jmdict-entry,すり|刷り,,すり,すり,N4,すり|スリ|掏児|掏摸,yes
剃る,する,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to shave,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,する|刷る|掏る|擦る,そる,する|剃る,する|そる,N2|N5,する|そる|剃る,yes
すれちがい,すれちがい,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,chance encounter,same-reading-different-writing|same-jmdict-entry,擦れ違い,,擦れ違い,すれちがい,N2,すれちがい|すれ違い|擦れ違い,yes
すれちがう,すれちがう,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",waller,waller-derived,1,kana/loanword,"to pass by one another,to disagree",same-reading-different-writing|same-jmdict-entry,すれ違う|擦れ違う,,すれ違う|擦れ違う,すれちがう,N2,すれちがう|すれ違う|擦れ違う,yes
スーパー (マーケット),スーパー (マーケット),N4,"{""N4"": 1}","{""community-independent"": ""N4""}",wordmaster,community-independent,1,lexical,超市,fully-absent,,,,,,,no
ずいぶん,ずいぶん,N4,"{""N4"": 1}","{""waller-derived"": ""N4""}",waller,waller-derived,1,kana/loanword,extremely,same-reading-different-writing|same-jmdict-entry,随分,,随分,ずいぶん,N3,ずいぶん|ずい分|随分|隨分,yes
制,せい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,system; organization; imperial command,same-reading-different-writing|same-jmdict-entry,せい|姓|性|正|生|精|背,,せい,せい,N5,せい|制,yes
製,せい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,-made; make,same-reading-different-writing|same-jmdict-entry,せい|姓|性|正|生|精|背,,せい,せい,N5,せい|製,yes
せっけん,せっけん,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,kana/loanword,soap,same-reading-different-writing|same-jmdict-entry,席巻|接見|石けん|石鹸|石鹸[けん],,席巻|接見|石けん|石鹸,せっけん,N1|N3|N5,せっけん|席巻|席捲|接見|石けん|石鹸|石鹼,yes
先,せん,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"priority, precedence, previous",same-reading-different-writing|same-writing-different-reading,仙|千|栓|線|選|銭,さき,,,,,no
前,せん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,before,same-reading-different-writing|same-writing-different-reading,仙|千|栓|線|選|銭,ぜん|まえ,,,,,no
先先月,せんせんげつ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,month before last,same-reading-different-writing|same-jmdict-entry,先々月,,先々月,せんせんげつ,N2,せんせんげつ|先々月|先先月,yes
先先週,せんせんしゅう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,week before last,same-reading-different-writing|same-jmdict-entry,先々週,,先々週,せんせんしゅう,N1,せんせんしゅう|先々週|先先週,yes
前～,ぜん～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,"former, late ~, past ~",fully-absent,,,,,,,no
そう; そうです,そう; そうです,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,是; 是的,fully-absent,,,,,,,no
然う,そう,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,so,same-reading-different-writing|same-jmdict-entry,そう|僧|双|層|想|沿う|添う|総,,そう,そう,N5,そう|然う,yes
相,そう,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,"aspect, phase, countenance",same-reading-different-writing|same-writing-different-reading,そう|僧|双|層|想|沿う|添う|総,あい|しょう,,,,,no
総～,そう～,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,总～,fully-absent,,,,,,,no
そうして; そして,そうして; そして,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,然后,fully-absent,,,,,,,no
然うして,そうして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,and; like that,same-reading-different-writing|same-jmdict-entry,そうして,,そうして,そうして,N5,そうして|然うして,yes
掃除,そうじ (する),N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,lexical,打扫,same-writing-different-reading,,そうじ,,,,,no
掃除,そうじする,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt,waller-derived,1,lexical,to clean; to sweep,same-writing-different-reading,,そうじ,,,,,no
其処,そこ,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",openjlpt|waller,waller-derived,1,lexical,that place; there,same-reading-different-writing|same-jmdict-entry,そこ|底,,そこ,そこ,N5,そこ|其処|其所,yes
其処で,そこで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,so (conj); accordingly; now,same-reading-different-writing|same-jmdict-entry,そこで,,そこで,そこで,N3,そこで|其処で,yes
損う,そこなう,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to harm, to hurt",same-reading-different-writing|same-jmdict-entry,損なう,,損なう,そこなう,N2,そこなう|害う|損う|損なう,yes
其処ら,そこら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,everywhere; somewhere; approximately,same-reading-different-writing|same-jmdict-entry,そこら,,そこら,そこら,N2,そこら|其処ら,yes
然して,そして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,and,same-reading-different-writing|same-jmdict-entry,そして,,そして,そして,N5,しかして|そして|然して|而して,yes
其方,そちら,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,over there; the other,same-reading-different-writing|same-jmdict-entry,そちら,,そちら|そっち,そちら|そっち,N5,そちら|そっち|其方,yes
素っ気無い,そっけない,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"cold, short, curt, blunt",same-reading-different-writing|same-jmdict-entry,そっけない|素っ気ない,,そっけない|素っ気ない,そっけない,N1,そっけない|素っ気ない|素っ気無い|素気ない|素気無い,yes
具わる,そなわる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,to be furnished with,same-reading-different-writing|same-jmdict-entry,備わる,,備わる,そなわる,N2,そなわる|備わる|具わる,yes
其の,その,N5,"{""N5"": 1}","{""waller-derived"": ""N5""}",waller,waller-derived,1,lexical,That,same-reading-different-writing|same-jmdict-entry,その|園,,その,その,N5,その|そん|其の,yes
その為,そのため,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,hence; for that reason,same-reading-different-writing|same-jmdict-entry,そのため,,そのため,そのため,N3,そのため|その為|其のため|其の為,yes
その外,そのほか,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,besides; in addition; the rest,same-reading-different-writing|same-jmdict-entry,そのほか|その他,,そのほか|その他,そのほか,N2|N3,そのた|そのほか|その他|その外|其の他|其の外|其他,yes
そり (～にのる),そり (～にのる),N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"sleigh, sled",fully-absent,,,,,,,no
其れ,それ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,it; that,same-reading-different-writing|same-jmdict-entry,それ,,それ,それ,N5,それ|其|其れ,yes
其れから,それから,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,and then; after that,same-reading-different-writing|same-jmdict-entry,それから,,それから,それから,N5,それから|其れから,yes
各々,それぞれ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,each; every; either,same-reading-different-writing|same-writing-different-reading,それぞれ,おのおの,,,,,no
其れで,それで,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,and (conj); thereupon; because of that,same-reading-different-writing|same-jmdict-entry,それで,,それで,それで,N4,それで|其れで,yes
其れでは,それでは,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,in that situation; well then ...,same-reading-different-writing|same-jmdict-entry,それでは,,それでは,それでは,N5,それでは|其れでは,yes
其れでも,それでも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,but (still); and yet; nevertheless,same-reading-different-writing|same-jmdict-entry,それでも,,それでも,それでも,N3,それでも|其れでも,yes
其れとも,それとも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"or, or else",same-reading-different-writing|same-jmdict-entry,それとも,,それとも,それとも,N4,それとも|其れとも,yes
其れ共,それとも,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,or; or else,same-reading-different-writing,それとも,,,,,,no
其れに,それに,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,besides; moreover,same-reading-different-writing|same-jmdict-entry,それに,,それに,それに,N4,それに|其れに,yes
それはいけませんね (かん),それはいけませんね (かん),N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,lexical,那可不好,fully-absent,,,,,,,no
其れ程,それほど,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to that degree; extent,same-reading-different-writing|same-jmdict-entry,それほど,,それほど,それほど,N3,それほど|それ程|其れ程|其程,yes
其れ故,それゆえ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,therefore; for that reason; so,same-reading-different-writing|same-jmdict-entry,それゆえ|それ故,,それゆえ|それ故,それゆえ,N1,それゆえ|それ故|其れ故,yes
徐々,そろそろ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt,waller-derived,1,lexical,gradually; steadily; quietly,same-reading-different-writing,そろそろ,,,,,,no
隊,たい,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,lexical,"party, troops",same-reading-different-writing,タイ|他意|対|帯|戴|泰|鯛,,,,,,no
対して,たいして,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,for; in regard to; per,same-reading-different-writing,大して,,,,,,yes
Ͼ立,たいりつ,N2,"{""N2"": 1}","{""waller-derived"": ""N2""}",openjlpt,waller-derived,1,lexical,confrontation; opposition; antagonism,same-reading-different-writing,対立,,,,,,no
断える,たえる,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to cease, to become extinct",same-reading-different-writing|same-jmdict-entry,絶える|耐える,,絶える,たえる,N2,たえる|断える|絶える,yes
たしか,たしか,N3,"{""N3"": 1}","{""community-independent"": ""N3""}",wordmaster,community-independent,1,kana/loanword,"certain, sure, if I remember correctly",same-reading-different-writing|same-jmdict-entry,確か,,確か,たしか,N4,たしか|慥か|確|確か,yes
ただいま,ただいま,N2,"{""N2"": 1}","{""community-independent"": ""N2""}",wordmaster,community-independent,1,kana/loanword,我回来了,same-reading-different-writing|same-jmdict-entry,ただ今|只今,,ただ今|只今,ただいま,N1|N5,ただいま|ただ今|只今|唯今,yes
館,たち,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"1. mansion, small castle",same-reading-different-writing|same-writing-different-reading,太刀|立ち,かん|やかた,,,,,no
尊い,たっとい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,precious; valuable; priceless,same-writing-different-reading|same-jmdict-entry,,とうとい,尊い,とうとい,N2,たっとい|とうとい|尊い|貴い,yes
貴い,たっとい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,precious; valuable; priceless,same-jmdict-entry,,,尊い,とうとい,N2,たっとい|とうとい|尊い|貴い,yes
尊ぶ,たっとぶ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to value; to prize; to esteem,same-writing-different-reading|same-jmdict-entry,,とうとぶ,尊ぶ,とうとぶ,N1,たっとぶ|とうとぶ|尊ぶ|尚ぶ|貴ぶ,yes
たて,たて,N5,"{""N5"": 1}","{""community-independent"": ""N5""}",wordmaster,community-independent,1,kana/loanword,长度; 高度,same-reading-different-writing|same-jmdict-entry,盾|縦,,盾|縦,たて,N1|N2,たて|タテ|楯|盾|竪|経|縦,yes
掌,たなごころ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,the palm,same-writing-different-reading|same-jmdict-entry,,てのひら,手のひら|掌,てのひら,N1,しょう|たなごころ|てのひら|手のひら|手の平|掌,yes
球,たま,N3,"{""N3"": 1}","{""waller-derived"": ""N3""}",waller,waller-derived,1,lexical,"globe,sphere,ball",same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,偶|弾|玉,きゅう,弾|玉,たま,N1|N3,たま|弾|玉|珠|球|璧,yes
